sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,6.322195053,6.350431919,2.144906282,2.147211313,0.113089025,0.115343869,2.514397621,2.520006418
3,all_gene,1,6.506319523,6.54437542,2.195188284,2.201972246,0.114608288,0.111044765,2.550748825,2.558197737
3,all_gene,2,6.255689144,6.211233616,2.123602629,2.107546568,0.113477528,0.11109674,2.501137495,2.492234707
3,all_gene,3,6.230480671,6.293720722,2.109302998,2.133191824,0.114063263,0.11584419,2.496093035,2.508728981
3,all_gene,4,6.322949886,6.337871075,2.134160757,2.140862942,0.111983836,0.113135517,2.514547586,2.517512798
3,all_gene,5,5.907004833,6.012711048,2.043444157,2.050596714,0.110911548,0.112603188,2.430433035,2.452083111
3,all_gene,6,6.409685612,6.414438725,2.153461456,2.153329134,0.115212977,0.111451268,2.531735659,2.532674313
3,all_gene,7,6.396275997,6.496087074,2.166965961,2.187692881,0.11171484,0.113701582,2.529086113,2.548742294
3,all_gene,8,6.195129395,6.057818413,2.094994545,2.073415518,0.112111866,0.110953212,2.489001751,2.461263657
3,all_gene,9,6.713457584,6.448719978,2.215256214,2.168639183,0.115418851,0.112578452,2.591034174,2.539433002
