sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
2,all_gene,0,0.37100327,0.368111223,0.489423245,0.488588333,0.005026102,0.005011439,0.609100401,0.606721699
2,all_gene,1,0.383161247,0.387869447,0.496912509,0.503083587,0.005151272,0.00507915,0.619000196,0.622791648
2,all_gene,2,0.3877424,0.35928756,0.504384398,0.486523509,0.005241871,0.004885674,0.622689664,0.599406004
2,all_gene,3,0.376636088,0.375425845,0.491104871,0.494591027,0.00514394,0.005121946,0.613706827,0.612720013
2,all_gene,4,0.424523324,0.410999537,0.521412015,0.516959071,0.005754173,0.005532026,0.651554525,0.641092479
2,all_gene,5,0.40258348,0.412892699,0.510883987,0.521345377,0.005544662,0.005610764,0.634494662,0.642567277
2,all_gene,6,0.410549283,0.414535224,0.516277611,0.516152918,0.005660594,0.005591571,0.640741169,0.643844128
2,all_gene,7,0.431551248,0.417943895,0.530023336,0.526038885,0.005903065,0.005692422,0.656925619,0.646485806
2,all_gene,8,0.378256857,0.383115709,0.493340999,0.500234723,0.005147576,0.00522387,0.615025878,0.61896342
2,all_gene,9,0.426607192,0.398047179,0.521400809,0.506786585,0.005842745,0.00545001,0.653151751,0.630909801
