sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,0.344379693,0.330611825,0.465780556,0.46167326,0.004435658,0.004248619,0.586838722,0.574988544
3,all_gene,1,0.3358123,0.326999545,0.468512386,0.453729093,0.004337728,0.004070759,0.579493165,0.571838737
3,all_gene,2,0.319484502,0.323426455,0.449536711,0.457615495,0.004178464,0.004208326,0.565229595,0.568705976
3,all_gene,3,0.349520266,0.343714416,0.471232146,0.468379587,0.004594505,0.004416347,0.591202378,0.586271644
3,all_gene,4,0.345182449,0.340566933,0.466958106,0.467584491,0.004490972,0.004379392,0.587522268,0.58358115
3,all_gene,5,0.319926351,0.297494143,0.454650789,0.43773669,0.004107773,0.0038625,0.565620303,0.545430243
3,all_gene,6,0.346531153,0.326654822,0.471853971,0.455152869,0.004520118,0.004269242,0.588668942,0.571537256
3,all_gene,7,0.317826986,0.307756096,0.453739583,0.440013409,0.004067957,0.003965139,0.563761473,0.554757714
3,all_gene,8,0.346914172,0.347556293,0.465993345,0.46976614,0.004476547,0.004434288,0.588994205,0.589539051
3,all_gene,9,0.331030041,0.346539229,0.465171844,0.469990313,0.004318655,0.004561067,0.575352073,0.588675857
