sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151676,all_gene,0,0.105436064,0.105198659,0.241467401,0.241320983,0.01731199,0.017284751,0.324709207,0.324343413
151676,all_gene,1,0.105019987,0.105463766,0.241376251,0.241830751,0.017226636,0.017306507,0.324067861,0.324751854
151676,all_gene,2,0.104299076,0.104805306,0.244770482,0.245148152,0.017149091,0.017255425,0.322953671,0.323736489
151676,all_gene,3,0.104588635,0.104919866,0.24176386,0.242068231,0.017221451,0.017269969,0.32340166,0.323913366
151676,all_gene,4,0.104285493,0.104416765,0.242036968,0.241984397,0.017132103,0.017184436,0.322932631,0.323135823
151676,all_gene,5,0.105818868,0.105685398,0.249426752,0.249064997,0.017402828,0.017398357,0.325298131,0.325092912
151676,all_gene,6,0.104870386,0.105133638,0.244722798,0.244799197,0.017253876,0.017298818,0.323836982,0.324243188
151676,all_gene,7,0.104314841,0.104308233,0.246734276,0.246623814,0.017172098,0.017135024,0.322978079,0.322967857
151676,all_gene,8,0.11052566,0.109997071,0.250071466,0.249497712,0.018091977,0.01805222,0.332453996,0.331658065
151676,all_gene,9,0.105555825,0.105405577,0.247265324,0.247098237,0.017359793,0.017310679,0.324893564,0.324662238
