sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151669,all_gene,0,0.10887599,0.108532369,0.24920319,0.248632118,0.017097354,0.017138302,0.329963624,0.329442501
151669,all_gene,1,0.107138738,0.107627943,0.249843433,0.250333905,0.016905427,0.017006576,0.327320546,0.328066975
151669,all_gene,2,0.109162621,0.108984701,0.252391577,0.252224028,0.017207503,0.017211735,0.330397666,0.330128312
151669,all_gene,3,0.111276418,0.110946208,0.25358054,0.252943844,0.017521262,0.017466068,0.333581209,0.333085895
151669,all_gene,4,0.109786972,0.109990582,0.251681,0.251772523,0.017303944,0.017318547,0.331341177,0.33164829
151669,all_gene,5,0.108746693,0.109248653,0.250405997,0.251095623,0.017166972,0.017236888,0.329767644,0.330527842
151669,all_gene,6,0.108923659,0.109104984,0.250079155,0.250337839,0.017182887,0.017162502,0.330035836,0.330310434
151669,all_gene,7,0.10910929,0.108786322,0.247540578,0.247139558,0.017207205,0.017101586,0.330316961,0.329827726
151669,all_gene,8,0.106631175,0.106717579,0.245593786,0.24607113,0.016796291,0.016816497,0.326544285,0.326676577
151669,all_gene,9,0.108689621,0.107834987,0.249736264,0.248506904,0.0171718,0.017017901,0.329681098,0.328382373
