sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151675,all_gene,0,0.108976379,0.109516159,0.251454473,0.251938313,0.016811907,0.016854048,0.330115706,0.33093226
151675,all_gene,1,0.104889542,0.105048366,0.242420435,0.24253349,0.016121447,0.016152859,0.323866546,0.32411167
151675,all_gene,2,0.10689427,0.10619086,0.245622188,0.24473983,0.016444862,0.016361952,0.326946884,0.325869381
151675,all_gene,3,0.104388341,0.104550101,0.239634156,0.239829049,0.016069472,0.01607734,0.323091835,0.323342085
151675,all_gene,4,0.108788632,0.108828641,0.252241731,0.252194405,0.016735494,0.016808927,0.329831213,0.32989186
151675,all_gene,5,0.108116493,0.108456634,0.249029532,0.249104768,0.016642511,0.01671505,0.328810722,0.329327554
151675,all_gene,6,0.107060134,0.106435128,0.247435957,0.246860579,0.016519666,0.016385853,0.327200443,0.326243967
151675,all_gene,7,0.107424885,0.107094869,0.247863457,0.247255951,0.016537786,0.016514182,0.327757359,0.32725352
151675,all_gene,8,0.109072506,0.109605387,0.25191167,0.252291113,0.016788781,0.016900182,0.33026126,0.331067055
151675,all_gene,9,0.105166785,0.105864555,0.244195089,0.244894877,0.016237557,0.016303301,0.324294299,0.325368345
