sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151508,all_gene,0,0.121218883,0.120231912,0.262076616,0.261229634,0.012003899,0.01190275,0.348165035,0.346744746
151508,all_gene,1,0.120009609,0.120707892,0.260690898,0.261202067,0.011925936,0.011903763,0.346424043,0.347430408
151508,all_gene,2,0.121148072,0.120552935,0.259839684,0.259167671,0.011983275,0.011956811,0.34806332,0.347207338
151508,all_gene,3,0.123804495,0.123898216,0.265852958,0.265859544,0.012268543,0.012243569,0.351858616,0.351991773
151508,all_gene,4,0.124197192,0.124086231,0.267041653,0.266937643,0.012283087,0.012285531,0.352416217,0.352258742
151508,all_gene,5,0.121852688,0.121730797,0.26457569,0.264415801,0.012056768,0.012040257,0.349074036,0.348899394
151508,all_gene,6,0.121242635,0.122077703,0.264851928,0.265613735,0.012008786,0.012083828,0.348199129,0.349396199
151508,all_gene,7,0.121806458,0.12217734,0.262507677,0.262258738,0.012058079,0.012111664,0.349007815,0.349538743
151508,all_gene,8,0.121529482,0.122308537,0.262616128,0.263327628,0.012028813,0.012098551,0.348610789,0.349726379
151508,all_gene,9,0.120807603,0.12112131,0.257496417,0.257746577,0.011937201,0.011961341,0.347573876,0.348024875
