sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151672,all_gene,0,0.110403307,0.109893009,0.250513375,0.250168502,0.017423809,0.017351747,0.332269937,0.331501156
151672,all_gene,1,0.107202195,0.107744351,0.246590465,0.24735111,0.016930997,0.017009377,0.327417463,0.328244358
151672,all_gene,2,0.109440297,0.109436505,0.252143025,0.252062708,0.01725167,0.01725626,0.33081761,0.330811888
151672,all_gene,3,0.110346027,0.1099286,0.250750184,0.250473797,0.017363191,0.017324865,0.332183719,0.33155483
151672,all_gene,4,0.109134644,0.11003349,0.249813452,0.250669152,0.017226577,0.017373204,0.330355316,0.331712961
151672,all_gene,5,0.110337578,0.109613374,0.250725716,0.24980025,0.017375171,0.017287493,0.332170993,0.331079096
151672,all_gene,6,0.109298557,0.108822443,0.250937313,0.250302881,0.017279148,0.017152607,0.330603331,0.329882473
151672,all_gene,7,0.109375514,0.109595075,0.251764506,0.252631903,0.017299712,0.017236769,0.33071968,0.331051469
151672,all_gene,8,0.109526798,0.109561473,0.248707846,0.248895243,0.017310798,0.017255127,0.330948323,0.331000715
151672,all_gene,9,0.107644774,0.107745484,0.250194132,0.250529617,0.016999066,0.016968131,0.328092635,0.328246057
