sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
924,all_gene,0,10,0.349651247,0.349826902,0.46878013,0.469009072,0.065665126,0.065704405,0.591313183,0.591461658
924,all_gene,1,10,0.348861784,0.348513633,0.468420684,0.468345195,0.065708578,0.065590084,0.590645254,0.590350449
924,all_gene,2,10,0.3487508,0.34889248,0.468713194,0.468237102,0.065346539,0.065789878,0.590551257,0.590671241
924,all_gene,3,10,0.349506527,0.349271148,0.468695521,0.468669891,0.065576673,0.065530121,0.591190755,0.590991676
924,all_gene,4,10,0.349089533,0.3481296,0.468412787,0.467831194,0.065611959,0.065685391,0.590838015,0.590025067
924,all_gene,5,10,0.348797321,0.350287139,0.468192667,0.469347864,0.065493047,0.065992475,0.590590656,0.591850579
924,all_gene,6,10,0.348776728,0.348610789,0.468112767,0.468007088,0.065795183,0.065516472,0.590573192,0.590432703
924,all_gene,7,10,0.349240035,0.348037601,0.46857819,0.467659473,0.065609396,0.065630853,0.590965331,0.589947104
924,all_gene,8,10,0.348506302,0.34991467,0.468150377,0.469262332,0.065564275,0.065878212,0.59034425,0.591535866
924,all_gene,9,10,0.348837942,0.349529028,0.468076587,0.468570769,0.065488219,0.065895081,0.590625048,0.591209829
924,all_gene,0,30,0.38500604,0.384794116,0.491837412,0.491755366,0.072363973,0.072325408,0.620488524,0.620317757
924,all_gene,1,30,0.384718329,0.384209096,0.491911501,0.491902947,0.072538257,0.072383523,0.620256662,0.619846046
924,all_gene,2,30,0.384363562,0.384667426,0.492051303,0.491661131,0.072096348,0.072612762,0.61997062,0.620215654
924,all_gene,3,30,0.385323226,0.385123342,0.492384464,0.492211372,0.072379768,0.072351217,0.620744109,0.620583057
924,all_gene,4,30,0.385048598,0.38376525,0.491956472,0.491294652,0.072438955,0.072478414,0.620522857,0.619487882
924,all_gene,5,30,0.384163976,0.385785013,0.491479725,0.492627263,0.072184026,0.072778881,0.619809628,0.621115923
924,all_gene,6,30,0.384122312,0.38399899,0.491386861,0.491375059,0.072538316,0.072225034,0.619776011,0.61967653
924,all_gene,7,30,0.38486594,0.383952051,0.49201569,0.491150439,0.072377443,0.072470844,0.620375633,0.619638622
924,all_gene,8,30,0.383746475,0.385809273,0.491294503,0.492818773,0.072261274,0.072703362,0.619472742,0.621135473
924,all_gene,9,30,0.384248555,0.384955138,0.491496593,0.49184832,0.072188795,0.072626352,0.619877875,0.620447516
924,all_gene,0,60,0.393538713,0.393302262,0.497707784,0.497531414,0.07366538,0.073624253,0.627326667,0.627138138
924,all_gene,1,60,0.393027931,0.392441362,0.49762094,0.497412115,0.073790431,0.073635638,0.626919389,0.626451433
924,all_gene,2,60,0.392975032,0.393168062,0.49795112,0.497484833,0.073417008,0.073923111,0.626877189,0.627031147
