sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
922,all_gene,0,10,0.360697001,0.36077103,0.47466737,0.474460423,0.087371051,0.087499321,0.600580573,0.600642204
922,all_gene,1,10,0.359517694,0.360853642,0.474070042,0.474886358,0.087461174,0.08764869,0.599597931,0.600710928
922,all_gene,2,10,0.361168474,0.36157304,0.4751077,0.475237489,0.087580144,0.087691009,0.60097295,0.601309419
922,all_gene,3,10,0.360147357,0.360484958,0.474441081,0.474577188,0.087404847,0.087388873,0.600122809,0.600404024
922,all_gene,4,10,0.360900044,0.360555947,0.474758118,0.474853307,0.087597549,0.087735653,0.600749552,0.600463092
922,all_gene,5,10,0.360567957,0.360710621,0.474688262,0.474469572,0.08741039,0.087533593,0.600473106,0.600591898
922,all_gene,6,10,0.360236704,0.360791683,0.474300623,0.474818677,0.087483287,0.087516308,0.600197196,0.60065937
922,all_gene,7,10,0.359733552,0.36229986,0.474363238,0.475786895,0.087199628,0.087692261,0.599777937,0.601913512
922,all_gene,8,10,0.360527188,0.360929877,0.474883229,0.474807739,0.087487221,0.087577283,0.600439191,0.600774407
922,all_gene,9,10,0.360534132,0.36105299,0.474564433,0.474869847,0.087501168,0.087468088,0.600444973,0.600876868
922,all_gene,0,30,0.40571931,0.405886978,0.503458798,0.503178298,0.099991322,0.100155115,0.636960983,0.63709259
922,all_gene,1,30,0.404415339,0.405806899,0.502813518,0.503536224,0.100080907,0.100279093,0.635936558,0.637029767
922,all_gene,2,30,0.406044424,0.406813115,0.503691494,0.504189491,0.100180745,0.100393057,0.637216151,0.637819052
922,all_gene,3,30,0.405201584,0.405392349,0.50321275,0.503270984,0.100058854,0.099972188,0.63655448,0.636704266
922,all_gene,4,30,0.405880749,0.405568868,0.503397942,0.503563881,0.100243211,0.100410163,0.637087703,0.636842906
922,all_gene,5,30,0.405323029,0.405624896,0.503289342,0.503165364,0.099956036,0.100142837,0.636649847,0.636886895
922,all_gene,6,30,0.405270845,0.406053752,0.502984583,0.503702104,0.100135267,0.100223601,0.636608839,0.637223482
922,all_gene,7,30,0.404686868,0.407524526,0.503115118,0.504545689,0.099811375,0.100367785,0.636150062,0.638376474
922,all_gene,8,30,0.405408442,0.406123668,0.50351578,0.503527939,0.100087881,0.10028702,0.636716902,0.637278318
922,all_gene,9,30,0.40569973,0.40610522,0.503488421,0.503527522,0.100191414,0.100112498,0.636945605,0.637263834
922,all_gene,0,60,0.417691439,0.417746544,0.511010289,0.510687172,0.103504777,0.103647649,0.646290541,0.646333158
922,all_gene,1,60,0.416328609,0.417726874,0.510358572,0.51103574,0.103599966,0.103793085,0.6452353,0.646317959
922,all_gene,2,60,0.418044806,0.418734282,0.511268198,0.511740386,0.103708863,0.103912652,0.646563828,0.647096813
922,all_gene,3,60,0.417073637,0.417196155,0.510768652,0.510743856,0.103564262,0.103450298,0.645812392,0.645907223
922,all_gene,4,60,0.417800307,0.417359889,0.510937452,0.51102525,0.103763819,0.103898287,0.646374762,0.646033943
922,all_gene,5,60,0.417231828,0.41738537,0.510813475,0.510614991,0.103457451,0.103609622,0.64593482,0.646053672
922,all_gene,6,60,0.41713506,0.417986125,0.510466695,0.511257827,0.103640437,0.103733599,0.645859957,0.646518469
922,all_gene,7,60,0.416595548,0.419598609,0.510667086,0.512183547,0.103300631,0.103924632,0.645442128,0.647764325
922,all_gene,8,60,0.417345315,0.418025285,0.511081159,0.511065423,0.103607297,0.103792727,0.646022677,0.646548748
922,all_gene,9,60,0.417587221,0.418050528,0.51102525,0.511099875,0.103691161,0.103626668,0.646209896,0.646568298
922,all_gene,0,90,0.422243565,0.4223167,0.513980389,0.513653457,0.104874849,0.105028272,0.649802685,0.649859011
922,all_gene,1,90,0.420926571,0.422289073,0.513331652,0.514033496,0.104993165,0.105172932,0.648788512,0.649837732
922,all_gene,2,90,0.422550172,0.423317552,0.514177263,0.514707327,0.105073631,0.105297625,0.6500386,0.650628567
922,all_gene,3,90,0.421634525,0.421737432,0.513713062,0.513679028,0.104948223,0.104822934,0.649333894,0.649413168
922,all_gene,4,90,0.422371775,0.421921015,0.513877332,0.513989329,0.105149031,0.105282068,0.64990133,0.649554491
922,all_gene,5,90,0.421784759,0.421942174,0.513788581,0.513585865,0.104834795,0.104987442,0.649449587,0.649570763
922,all_gene,6,90,0.421735883,0.422597915,0.513477623,0.514258325,0.105029404,0.105126858,0.649411976,0.650075316
922,all_gene,7,90,0.421128929,0.424134135,0.513623476,0.515094161,0.104669631,0.10529846,0.648944497,0.651255786
922,all_gene,8,90,0.421932459,0.422583222,0.514041543,0.514019966,0.104996562,0.10517168,0.649563313,0.650063992
