sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
921,all_gene,0,10,0.329969108,0.330546349,0.463519067,0.463995963,0.098783374,0.098692358,0.574429393,0.574931622
921,all_gene,1,10,0.330544829,0.330186188,0.463797301,0.46379146,0.098954976,0.098713338,0.57493031,0.57461828
921,all_gene,2,10,0.330594808,0.330196619,0.463940293,0.463482738,0.098875344,0.098673046,0.574973762,0.574627399
921,all_gene,3,10,0.329784214,0.330067635,0.463433534,0.463588864,0.098645508,0.098657548,0.574268401,0.574515104
921,all_gene,4,10,0.330802441,0.33061114,0.464197397,0.463941425,0.098911881,0.098856688,0.575154305,0.574987948
921,all_gene,5,10,0.33068791,0.331324309,0.464082301,0.464556336,0.098874927,0.099125087,0.575054705,0.575607777
921,all_gene,6,10,0.330195546,0.330330312,0.463719457,0.463761538,0.098835468,0.098702788,0.574626446,0.574743688
921,all_gene,7,10,0.330495,0.330259502,0.46400851,0.463763863,0.098899961,0.098883688,0.574886918,0.574682117
921,all_gene,8,10,0.330693632,0.330575377,0.464085162,0.463911742,0.098951161,0.099132597,0.575059652,0.574956834
921,all_gene,9,10,0.330528289,0.330789357,0.464013726,0.463962287,0.098965645,0.098857224,0.574915886,0.57514292
921,all_gene,0,30,0.37255168,0.373350829,0.493164063,0.493759692,0.113230228,0.113225639,0.6103701,0.61102438
921,all_gene,1,30,0.373295367,0.372880161,0.493448943,0.493442118,0.113500059,0.11321646,0.610979021,0.610639155
921,all_gene,2,30,0.373403639,0.373055428,0.49360764,0.493253738,0.113423288,0.113209248,0.611067593,0.610782623
921,all_gene,3,30,0.372431159,0.37265268,0.493077606,0.493068129,0.113149464,0.113125622,0.610271394,0.610452831
921,all_gene,4,30,0.37361455,0.373409122,0.493881196,0.49361676,0.113472164,0.113419473,0.611240149,0.611072123
921,all_gene,5,30,0.373391122,0.374286175,0.493660182,0.494277686,0.113354206,0.113765836,0.611057401,0.611789346
921,all_gene,6,30,0.372885138,0.373005688,0.493287295,0.493389577,0.113330603,0.113180757,0.610643208,0.610741913
921,all_gene,7,30,0.373255521,0.372949481,0.493673533,0.493341714,0.113423467,0.113420546,0.610946417,0.610695899
921,all_gene,8,30,0.373443812,0.373258799,0.49372673,0.493530661,0.11348027,0.113694966,0.611100495,0.610949099
921,all_gene,9,30,0.373172879,0.373537779,0.493604511,0.493588656,0.113476455,0.113368094,0.610878766,0.611177385
921,all_gene,0,60,0.380175531,0.380904287,0.498404652,0.498987406,0.11574018,0.11569804,0.616583765,0.617174447
921,all_gene,1,60,0.380874395,0.380471915,0.498687178,0.498624593,0.115970492,0.115717947,0.617150247,0.616824031
