sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
923,all_gene,0,10,0.329164267,0.32879132,0.468755305,0.468412787,0.095730782,0.095398784,0.573728383,0.573403299
923,all_gene,1,10,0.328741431,0.328653663,0.46838361,0.468294978,0.095724285,0.095488429,0.573359787,0.573283255
923,all_gene,2,10,0.328340709,0.329151094,0.468085557,0.468690157,0.095262587,0.095558882,0.573010206,0.573716938
923,all_gene,3,10,0.328870237,0.329528272,0.468698144,0.468690544,0.095593214,0.095433414,0.573472083,0.574045539
923,all_gene,4,10,0.329634845,0.328263521,0.469080657,0.468105555,0.095934391,0.095510006,0.574138343,0.572942853
923,all_gene,5,10,0.328330994,0.328845352,0.468167245,0.468464702,0.095706701,0.095590532,0.573001742,0.573450387
923,all_gene,6,10,0.329465747,0.329508841,0.468706578,0.468959779,0.095871329,0.095723391,0.57399106,0.574028611
923,all_gene,7,10,0.328977346,0.328796446,0.468438685,0.468598515,0.095611572,0.095729172,0.573565483,0.573407769
923,all_gene,8,10,0.328758597,0.329672724,0.468459308,0.468901426,0.095586836,0.095843077,0.573374748,0.574171364
923,all_gene,9,10,0.328703254,0.329205483,0.468510568,0.468660504,0.095766068,0.09571445,0.573326468,0.573764324
923,all_gene,0,30,0.368621528,0.368171036,0.496116221,0.495718151,0.109082401,0.108683705,0.607142091,0.606770992
923,all_gene,1,30,0.36799866,0.368137658,0.495663315,0.495670438,0.109023631,0.108829618,0.606628954,0.606743515
923,all_gene,2,30,0.367611647,0.368338853,0.495333403,0.495868653,0.108511806,0.108796239,0.606309831,0.606909275
923,all_gene,3,30,0.368272036,0.368962258,0.496020019,0.496082783,0.108914256,0.108729124,0.6068542,0.60742265
923,all_gene,4,30,0.369204521,0.367556363,0.496467322,0.495453715,0.109354436,0.108798623,0.607622027,0.606264293
923,all_gene,5,30,0.36759305,0.368218124,0.495438278,0.495751441,0.109018147,0.108900368,0.606294513,0.606809795
923,all_gene,6,30,0.368838698,0.368893534,0.496089667,0.496256262,0.109205246,0.109028399,0.607320905,0.607366085
923,all_gene,7,30,0.368375093,0.368093103,0.495738119,0.495797247,0.108937204,0.109015286,0.606939137,0.606706798
923,all_gene,8,30,0.368100435,0.369061202,0.495793462,0.496229023,0.10889101,0.10915643,0.606712818,0.60750407
923,all_gene,9,30,0.368063271,0.368766695,0.495808274,0.496144682,0.109110951,0.109117687,0.606682181,0.607261658
923,all_gene,0,60,0.378928661,0.378382295,0.503096044,0.502636015,0.112686396,0.112252057,0.615571797,0.615127861
923,all_gene,1,60,0.378359467,0.378437251,0.502638936,0.502584159,0.112655818,0.112450004,0.615109324,0.615172565
