sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
911,all_gene,0,0.156893611,0.156885147,0.321449906,0.32143724,0.048219621,0.048288941,0.396097988,0.396087289
911,all_gene,1,0.159477606,0.159799799,0.323642313,0.32384342,0.049109995,0.049170673,0.399346471,0.399749666
911,all_gene,2,0.156604871,0.156739607,0.322078347,0.321933419,0.048253655,0.048262596,0.395733327,0.395903528
911,all_gene,3,0.156044126,0.156005532,0.321475446,0.321558684,0.047992706,0.047973275,0.39502421,0.394975364
911,all_gene,4,0.15762727,0.157943651,0.322687685,0.322911382,0.048517644,0.048580289,0.397023022,0.397421241
911,all_gene,5,0.160665199,0.160712764,0.325439483,0.325301617,0.049437881,0.049497426,0.400830626,0.400889963
911,all_gene,6,0.155825928,0.15621227,0.320371777,0.320777923,0.047921181,0.047994912,0.394747943,0.395236969
911,all_gene,7,0.157934293,0.1578715,0.321648985,0.321406126,0.048575819,0.048431993,0.397409469,0.397330463
911,all_gene,8,0.156624362,0.156072468,0.321384072,0.320861489,0.04811728,0.048073769,0.395757973,0.395060092
911,all_gene,9,0.155974269,0.155947417,0.321034342,0.320919037,0.047888637,0.047921598,0.394935787,0.394901782
