sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
923,all_gene,0,0.149311423,0.149145722,0.307037801,0.307049632,0.045356095,0.045229971,0.386408359,0.386193901
923,all_gene,1,0.148968697,0.149367496,0.307874918,0.308159888,0.045364082,0.045394659,0.385964632,0.386480927
923,all_gene,2,0.158496201,0.158789411,0.313991159,0.314324111,0.048168063,0.048279285,0.398115814,0.398483902
923,all_gene,3,0.14922452,0.149154142,0.308606267,0.308597594,0.045399129,0.045211196,0.386295885,0.386204779
923,all_gene,4,0.149126008,0.148850814,0.308793277,0.308417797,0.045431018,0.045329869,0.386168361,0.385811895
923,all_gene,5,0.148411468,0.14897874,0.307824701,0.308277607,0.045274079,0.045315504,0.385242105,0.385977656
923,all_gene,6,0.148955911,0.149159953,0.308697879,0.308958918,0.045343041,0.045361221,0.385948062,0.386212319
923,all_gene,7,0.149439961,0.149104044,0.308230489,0.308041096,0.045434773,0.045405149,0.386574656,0.386139929
923,all_gene,8,0.148717836,0.149144828,0.307792783,0.307959259,0.045245051,0.045369506,0.385639518,0.386192739
923,all_gene,9,0.149023548,0.149634153,0.308281034,0.308623284,0.045419812,0.045551419,0.386035681,0.38682574
