sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
924,all_gene,0,0.202765048,0.202821985,0.366921484,0.366913885,0.039475322,0.039495647,0.450294405,0.450357616
924,all_gene,1,0.202737376,0.202405587,0.366524577,0.366352886,0.039548337,0.039430499,0.450263679,0.449895084
924,all_gene,2,0.195250064,0.195625439,0.359866798,0.359883577,0.037908137,0.038182557,0.441871107,0.442295641
924,all_gene,3,0.202804729,0.203023523,0.367275655,0.367508292,0.039437115,0.039491415,0.450338453,0.450581312
924,all_gene,4,0.203048974,0.202495858,0.367508411,0.366867304,0.039535642,0.039605796,0.450609565,0.449995399
924,all_gene,5,0.202924445,0.203530669,0.366659462,0.366902441,0.039470732,0.039713502,0.450471371,0.451143742
924,all_gene,6,0.202837452,0.202695221,0.366626978,0.366678596,0.039674819,0.039426386,0.450374782,0.45021686
924,all_gene,7,0.203395158,0.202031866,0.36779809,0.366126716,0.039595842,0.039498031,0.450993538,0.44947955
924,all_gene,8,0.202609211,0.203779265,0.367087901,0.368220896,0.039503872,0.03980577,0.450121343,0.451419175
924,all_gene,9,0.203059211,0.203122571,0.366729677,0.36670047,0.039481997,0.039655209,0.450620919,0.450691223
