sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
2,all_gene,0,5.226332188,5.251675129,1.979528308,1.98194766,0.040315092,0.040502012,2.286117315,2.291653395
2,all_gene,1,5.818386555,5.812346935,2.033137321,2.018918991,0.054624677,0.054305315,2.412133217,2.410881042
2,all_gene,2,6.202239037,6.236462593,1.966487527,1.949109554,0.07696414,0.079932213,2.490429401,2.497291088
2,all_gene,3,5.969876289,5.820002079,2.089375734,2.059539557,0.048321784,0.047239065,2.443332911,2.412467957
2,all_gene,4,5.361469269,5.713626862,1.960358858,2.041954517,0.044309139,0.046188533,2.315484762,2.390319347
2,all_gene,5,5.571616173,5.716784477,2.026571274,2.047469378,0.048174202,0.049165249,2.360427141,2.390979767
2,all_gene,6,6.521130562,6.184388638,2.019109488,1.954485655,0.083972156,0.077163875,2.553650379,2.486843109
2,all_gene,7,7.422705173,7.611711502,2.390014172,2.425336361,0.060898721,0.061990201,2.724464178,2.758933067
2,all_gene,8,6.116513252,6.056145191,1.941606283,1.915914655,0.074806809,0.074694991,2.473158598,2.460923672
2,all_gene,9,6.686757088,6.613008022,2.233016729,2.233862162,0.053131759,0.051887155,2.585876465,2.571576834
