sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,6.931567192,7.35922575,2.304545879,2.380181313,0.044992805,0.047865391,2.632786989,2.712789297
3,all_gene,1,5.30957365,5.344491005,1.994229794,2.010607958,0.038134098,0.036555231,2.304251194,2.3118155
3,all_gene,2,7.099075794,7.063446999,2.35345602,2.348629236,0.045489013,0.04412514,2.664409161,2.657714605
3,all_gene,3,7.66437006,7.439390659,2.350491762,2.328248024,0.071318507,0.063743591,2.768459797,2.727524757
3,all_gene,4,6.668572426,6.314201832,2.181462049,2.125111341,0.059578478,0.054304957,2.582357883,2.512807608
3,all_gene,5,8.055461884,7.858640194,2.395498276,2.353188992,0.068116426,0.068355024,2.838214636,2.803326607
3,all_gene,6,8.768795967,8.664241791,2.561982632,2.574508667,0.081256568,0.078445375,2.961215258,2.943508387
3,all_gene,7,6.938860416,6.897988796,2.09083581,2.079568386,0.082465827,0.082323849,2.634171724,2.62640214
3,all_gene,8,6.834393501,6.629365921,2.268166542,2.229805708,0.055044711,0.051987171,2.614267349,2.57475543
3,all_gene,9,7.913518906,8.088240623,2.454285622,2.485970974,0.063795328,0.0659163,2.813097715,2.843983173
