sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
5,all_gene,0,3.950422764,3.948052883,1.610449791,1.608179569,0.083789229,0.083583474,1.987567067,1.986970782
5,all_gene,1,3.985246181,4.004307747,1.620461345,1.62316668,0.083916187,0.084546447,1.996308088,2.001076698
5,all_gene,2,3.871906281,3.829339504,1.586285233,1.575248837,0.08454299,0.084128141,1.967715979,1.956869841
5,all_gene,3,3.901245832,3.866059303,1.601665139,1.593831658,0.083413541,0.082589805,1.975157142,1.966229677
5,all_gene,4,4.020481586,4.067645073,1.637917638,1.646113038,0.086165726,0.086869001,2.00511384,2.016840458
5,all_gene,5,3.954991102,4.06383419,1.613908529,1.642737746,0.085177779,0.085417032,1.988715887,2.015895367
5,all_gene,6,3.868126631,3.852741718,1.594686508,1.592247486,0.083372116,0.083030581,1.96675539,1.962840199
5,all_gene,7,3.809705734,3.871926069,1.573399901,1.587693691,0.083812177,0.083896756,1.951846719,1.967720985
5,all_gene,8,3.975095272,4.008835316,1.62123549,1.624821544,0.085860252,0.087242961,1.993764043,2.002207518
5,all_gene,9,4.068013191,3.984073877,1.639151931,1.624056816,0.086853027,0.084793091,2.016931534,1.996014476
