sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,3.943379641,3.934532881,1.607779384,1.609648347,0.08358258,0.08330673,1.985794425,1.983565688
3,all_gene,1,4.012636185,3.965261459,1.635422468,1.618621826,0.08397162,0.084765851,2.003156662,1.991296411
3,all_gene,2,3.833086967,3.862200499,1.580232739,1.58917129,0.082009256,0.083105922,1.957827091,1.965248227
3,all_gene,3,3.954454899,3.930802107,1.615880013,1.609302163,0.083977997,0.083617032,1.988581181,1.982625008
3,all_gene,4,3.915341377,3.920422316,1.609769344,1.606484294,0.082656562,0.082458317,1.978722215,1.980005622
3,all_gene,5,3.826035976,3.797027111,1.577498913,1.572050214,0.082156181,0.08167851,1.9560256,1.948596239
3,all_gene,6,3.882091045,3.882678509,1.599937081,1.599448919,0.081206024,0.081921577,1.970302224,1.970451355
3,all_gene,7,3.966706276,3.986999989,1.614008427,1.617197633,0.08374989,0.084924877,1.991659164,1.996747375
3,all_gene,8,3.918637753,3.942858219,1.610517979,1.612221003,0.083220959,0.083865762,1.979554892,1.985663176
3,all_gene,9,3.987164497,3.998044729,1.623526216,1.624306321,0.083183348,0.083894432,1.996788502,1.999511123
