sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
4,all_gene,0,3.828246355,3.857747078,1.578501821,1.582671523,0.082263649,0.082306921,1.956590533,1.964114785
4,all_gene,1,4.555058002,4.492567539,1.781393647,1.771406651,0.054924011,0.053682208,2.13425827,2.119567871
4,all_gene,2,3.933455467,3.8927176,1.612046361,1.601108432,0.082647562,0.082220316,1.983294129,1.972997069
4,all_gene,3,3.849862337,3.84730649,1.588201284,1.586854339,0.083113313,0.082905471,1.962106586,1.961455226
4,all_gene,4,3.964075804,3.937771559,1.615658879,1.609554052,0.084093213,0.084324837,1.990998745,1.984381914
4,all_gene,5,3.80806756,3.811119795,1.576717257,1.57518208,0.081104338,0.082391322,1.951427102,1.952208996
4,all_gene,6,3.75315094,3.773567438,1.563953161,1.569142938,0.080048442,0.080141366,1.937305093,1.942567229
4,all_gene,7,3.86661005,3.892207861,1.593744278,1.595267534,0.083062768,0.083381236,1.966369748,1.972867966
4,all_gene,8,3.808567762,3.842362404,1.573114872,1.582738876,0.082286358,0.082301199,1.951555252,1.960194468
4,all_gene,9,3.921216965,3.920624256,1.604865074,1.612271428,0.084768116,0.084418654,1.980206251,1.980056643
