sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,0.631098151,0.625761569,0.625516176,0.622764945,0.0167225,0.016691804,0.794416845,0.791050911
3,all_gene,1,0.606130481,0.601174891,0.605862677,0.604868054,0.015916646,0.015976131,0.77854383,0.775354683
3,all_gene,2,0.65262562,0.644421577,0.629750192,0.63026613,0.017312288,0.017127037,0.807852447,0.802758753
3,all_gene,3,0.600459754,0.603173792,0.606690824,0.605425656,0.015969515,0.016017258,0.774893403,0.776642621
3,all_gene,4,0.616841555,0.612324655,0.612765193,0.612200975,0.016484201,0.016246676,0.785392582,0.782511771
3,all_gene,5,0.624465644,0.623485088,0.615877092,0.616761208,0.01636833,0.016421258,0.790231407,0.789610744
3,all_gene,6,0.617052317,0.613250494,0.614315331,0.612913191,0.016381741,0.016304314,0.785526752,0.783103108
3,all_gene,7,0.614368737,0.60250324,0.613439977,0.610177577,0.016244709,0.016043246,0.783816755,0.776210845
3,all_gene,8,0.606726289,0.599910676,0.604644537,0.603456795,0.016034663,0.015822351,0.778926373,0.774538994
3,all_gene,9,0.632549167,0.636211812,0.621535182,0.621258795,0.01688379,0.016960561,0.795329571,0.79762888
