sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
5,all_gene,0,0.605166793,0.603226423,0.608994901,0.60800308,0.015954554,0.015796006,0.777924657,0.776676536
5,all_gene,1,0.629573047,0.622331381,0.621677697,0.617494464,0.016592264,0.016415119,0.793456376,0.788879812
5,all_gene,2,0.600843906,0.593674064,0.606064618,0.600756347,0.01575923,0.01568532,0.775141239,0.770502448
5,all_gene,3,0.601615787,0.611524045,0.606942594,0.610351443,0.015739918,0.016100168,0.775638938,0.782000005
5,all_gene,4,0.58360368,0.577911139,0.598970711,0.59513104,0.015278161,0.015055418,0.763939559,0.760204673
5,all_gene,5,0.620747745,0.627671301,0.616786599,0.617329657,0.016417265,0.016308606,0.787875473,0.792257071
5,all_gene,6,0.599829972,0.605372608,0.610307336,0.612429798,0.015801311,0.015991628,0.774486899,0.77805692
5,all_gene,7,0.59110266,0.585391641,0.599609435,0.596878529,0.015681505,0.01543045,0.768832028,0.765108883
5,all_gene,8,0.600437224,0.604483902,0.60601604,0.605949759,0.015845239,0.0159356,0.77487886,0.777485609
5,all_gene,9,0.625550568,0.616667747,0.616994619,0.613307297,0.01642102,0.016260564,0.790917575,0.785281956
