sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
1,all_gene,0,0.625526369,0.617979646,0.617910922,0.613542914,0.016471446,0.016386271,0.790902257,0.786116838
1,all_gene,1,0.615683496,0.610852063,0.614268064,0.612805963,0.016286969,0.016311049,0.784655035,0.781570256
1,all_gene,2,0.608441949,0.599219799,0.605214238,0.604289651,0.016140997,0.015924215,0.780026913,0.774092913
1,all_gene,3,0.612796426,0.613377988,0.612682998,0.611014724,0.016297519,0.016287923,0.782813132,0.783184528
1,all_gene,4,0.593647242,0.587563694,0.600522041,0.598664224,0.015816748,0.015524864,0.770485044,0.766527057
1,all_gene,5,0.604876757,0.603151619,0.606374383,0.606863439,0.015947223,0.015974224,0.777738214,0.776628375
1,all_gene,6,0.622986794,0.617533326,0.61438942,0.612368762,0.016417801,0.016304612,0.789295137,0.785832882
1,all_gene,7,0.622042239,0.610233486,0.616122365,0.613377035,0.016417384,0.016217351,0.788696527,0.781174421
1,all_gene,8,0.598175764,0.592564642,0.600513041,0.600313783,0.015879393,0.015692949,0.773418248,0.769782186
1,all_gene,9,0.591510832,0.593010604,0.599608421,0.598682761,0.015766561,0.015785515,0.769097388,0.770071805
