sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
921,all_gene,0,0.408664227,0.409379512,0.518187165,0.518859267,0.125378609,0.125267208,0.639268517,0.639827728
921,all_gene,1,0.396121353,0.39565745,0.508463204,0.508380055,0.120852947,0.120623589,0.629381716,0.629013062
921,all_gene,2,0.398595005,0.39809674,0.51078707,0.510353684,0.120855987,0.120607615,0.631343782,0.63094908
921,all_gene,3,0.398228556,0.398633122,0.510485113,0.510695696,0.120090067,0.120223582,0.631053507,0.631374002
921,all_gene,4,0.403930902,0.403735906,0.514791548,0.514614165,0.125309944,0.125196755,0.635555565,0.635402143
921,all_gene,5,0.397709966,0.398614436,0.509676695,0.510339975,0.123002172,0.12344867,0.630642474,0.63135922
921,all_gene,6,0.405006886,0.404728264,0.515439928,0.515271544,0.123209298,0.122928798,0.636401534,0.636182547
921,all_gene,7,0.398102582,0.397789359,0.51031369,0.509878576,0.121479094,0.121590197,0.630953729,0.630705416
921,all_gene,8,0.401199251,0.400485665,0.512559295,0.512067139,0.122129858,0.122288406,0.633402944,0.632839382
921,all_gene,9,0.391528279,0.392059475,0.504927933,0.505053937,0.118891358,0.118825674,0.625722229,0.626146555
