sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
924,all_gene,0,0.443766147,0.443603665,0.532117665,0.532096684,0.082347929,0.082338512,0.666157722,0.666035771
924,all_gene,1,0.447375029,0.446402818,0.536533296,0.535987496,0.081311047,0.081080854,0.668860972,0.668133855
924,all_gene,2,0.444347411,0.444443196,0.534718156,0.534573019,0.080008268,0.080551982,0.666593909,0.666665733
924,all_gene,3,0.455068678,0.455716878,0.538982391,0.53930527,0.084860206,0.085013926,0.674587786,0.67506808
924,all_gene,4,0.446225017,0.445162982,0.535167992,0.534661114,0.081149757,0.081256628,0.668000758,0.667205334
924,all_gene,5,0.445578128,0.446871281,0.534087956,0.534852087,0.08200264,0.082605124,0.66751641,0.66848433
924,all_gene,6,0.441055775,0.44049111,0.529342353,0.529251814,0.084625363,0.084146857,0.664120317,0.663695037
924,all_gene,7,0.443660259,0.442298502,0.534680188,0.533385038,0.080271125,0.080264807,0.666078269,0.665055275
924,all_gene,8,0.453530163,0.456246734,0.539147258,0.540867984,0.083402514,0.084000289,0.673446476,0.675460398
924,all_gene,9,0.44193697,0.442429811,0.53287673,0.533288121,0.079717696,0.080142975,0.664783418,0.66515398
