sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
2,all_gene,0,0.946689129,0.945324481,0.79845655,0.798486054,0.018885255,0.018983006,0.972979486,0.972277999
2,all_gene,1,0.968938768,0.946552515,0.807141364,0.795847237,0.018717885,0.01878798,0.984346867,0.972909331
2,all_gene,2,0.997182608,1.014335513,0.820890188,0.819576085,0.019766569,0.020521581,0.998590291,1.007142305
2,all_gene,3,0.982404888,0.954698265,0.808744371,0.797543466,0.019750655,0.01899749,0.991163373,0.977086604
2,all_gene,4,1.039162636,1.009005785,0.834927499,0.817250013,0.020897508,0.020097435,1.019393325,1.00449276
2,all_gene,5,1.053260088,1.043912411,0.846204281,0.84055388,0.019446671,0.020169437,1.026284575,1.02172029
2,all_gene,6,1.038731694,1.000225544,0.832047939,0.820711017,0.019897938,0.019514322,1.019181848,1.000112772
2,all_gene,7,1.03811872,1.001559496,0.83827424,0.820290327,0.019355774,0.019165039,1.018881083,1.00077939
2,all_gene,8,0.934449077,0.982451499,0.797300994,0.811468601,0.018141866,0.019238174,0.966669083,0.991186917
2,all_gene,9,0.94064182,0.916426063,0.78735429,0.772787988,0.018758833,0.018447578,0.969866931,0.957301438
