sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
1,all_gene,0,1.019692898,1.027629614,0.824010491,0.82766223,0.023286343,0.023582458,1.009798408,1.013720632
1,all_gene,1,1.03814292,1.064942479,0.841258228,0.85134846,0.022866786,0.023713768,1.018893003,1.031960487
1,all_gene,2,1.003095865,0.999313354,0.818543196,0.816027701,0.023133636,0.02310878,1.001546741,0.999656618
1,all_gene,3,0.997833192,1.038461328,0.823578477,0.839515626,0.022492349,0.022962213,0.99891603,1.019049287
1,all_gene,4,0.979355872,1.020631552,0.806839526,0.827416599,0.022411823,0.023214102,0.989624083,1.010263085
1,all_gene,5,1.089113235,1.088088393,0.846536875,0.846943438,0.025264502,0.024905682,1.043605924,1.043114781
1,all_gene,6,1.05290401,1.043372035,0.828943908,0.827709794,0.024431646,0.024017751,1.026111126,1.021455884
1,all_gene,7,1.102652431,1.09794271,0.861872137,0.860157907,0.024884343,0.024591148,1.050072551,1.047827601
1,all_gene,8,0.998265743,0.980519474,0.812409937,0.811038017,0.022958755,0.022591472,0.999132514,0.990211844
1,all_gene,9,1.114074707,1.140591979,0.849548042,0.868466079,0.025572598,0.026299655,1.055497408,1.067985058
