sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151509,all_gene,0,1.544742465,1.544866443,1.096888304,1.096815944,0.162017763,0.162255347,1.242876649,1.242926598
151509,all_gene,1,1.558996677,1.558338404,1.104497313,1.104472995,0.160850227,0.160715818,1.24859786,1.248334289
151509,all_gene,2,1.558412552,1.556499958,1.102898836,1.101618767,0.165037751,0.164668381,1.248363972,1.247597694
151509,all_gene,3,1.548255444,1.547433972,1.100260377,1.099758387,0.15917623,0.159166813,1.24428916,1.24395895
151509,all_gene,4,1.539424181,1.541770697,1.094912648,1.096063256,0.160819232,0.160961628,1.240735292,1.241680622
151509,all_gene,5,1.558930039,1.556678295,1.1033746,1.102653861,0.162120283,0.16183728,1.248571157,1.247669101
151509,all_gene,6,1.557744741,1.554803967,1.104493618,1.102942824,0.159791291,0.159445167,1.248096466,1.246917844
151509,all_gene,7,1.577351332,1.578280568,1.109791398,1.110215902,0.16843158,0.168852985,1.25592649,1.256296396
151509,all_gene,8,1.566627264,1.567588806,1.106850743,1.10761416,0.16381669,0.163766921,1.251649857,1.25203383
151509,all_gene,9,1.531772733,1.533452034,1.091268063,1.092260718,0.15956521,0.159582734,1.23764801,1.238326311
