sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151510,all_gene,0,1.592768431,1.58542192,1.117825627,1.115060568,0.159072757,0.157797992,1.262049317,1.259135365
151510,all_gene,1,1.621727586,1.620237112,1.129800916,1.129141331,0.162009239,0.16182369,1.27347064,1.272885323
151510,all_gene,2,1.611686826,1.609988809,1.127505779,1.126917243,0.1578933,0.157843649,1.269522309,1.268853307
151510,all_gene,3,1.608986855,1.610119343,1.126205206,1.126964569,0.158405542,0.158187985,1.268458486,1.268904805
151510,all_gene,4,1.597423792,1.595480919,1.121360898,1.120112419,0.155726671,0.155407965,1.263892293,1.263123512
151510,all_gene,5,1.610386252,1.609770179,1.126588345,1.126267314,0.159171402,0.159384489,1.269009948,1.268767238
151510,all_gene,6,1.622569203,1.62334621,1.131294131,1.131492376,0.160264194,0.160192192,1.273801088,1.274106026
151510,all_gene,7,1.638967872,1.633657932,1.142692089,1.140371561,0.164311051,0.163592875,1.28022182,1.278146267
151510,all_gene,8,1.610593557,1.614910841,1.124969006,1.126918674,0.161337554,0.162128389,1.269091606,1.270791411
151510,all_gene,9,1.595213652,1.597568274,1.119101405,1.119714141,0.157757759,0.157740057,1.263017654,1.263949513
