sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151672,all_gene,0,0.992351532,0.989832461,0.868710518,0.867273092,0.144686997,0.144335389,0.996168435,0.994903266
151672,all_gene,1,0.999584556,0.996981382,0.8719818,0.870420933,0.145755112,0.145246625,0.999792278,0.998489559
151672,all_gene,2,0.999419034,1.00236392,0.872701526,0.874525845,0.143008411,0.143466294,0.999709487,1.001181245
151672,all_gene,3,1.014410138,1.014598608,0.879164457,0.879528224,0.147940576,0.147995234,1.00717926,1.00727284
151672,all_gene,4,0.986391485,0.989318192,0.865564048,0.867164433,0.143992305,0.144506991,0.993172407,0.994644761
151672,all_gene,5,1.012600064,1.013322473,0.880016446,0.880950093,0.148034871,0.148206353,1.006280303,1.006639242
151672,all_gene,6,1.012059212,1.008561969,0.878899813,0.877866328,0.147388458,0.146298647,1.006011486,1.004271865
151672,all_gene,7,1.030595422,1.028783321,0.888227284,0.88693738,0.152488172,0.151398599,1.015182495,1.014289618
151672,all_gene,8,1.018902659,1.018029451,0.886015594,0.885302961,0.153186202,0.152391374,1.009407043,1.008974433
151672,all_gene,9,1.001726508,1.002813101,0.87313354,0.873628438,0.143280029,0.143211842,1.000862837,1.001405597
