sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151671,all_gene,0,0.952251792,0.957087815,0.843808532,0.846277118,0.146571755,0.147309601,0.975833893,0.978308678
151671,all_gene,1,0.938336909,0.940440118,0.83702451,0.838140905,0.145955682,0.146632969,0.968677938,0.969762921
151671,all_gene,2,0.961118996,0.95916599,0.853265703,0.852622807,0.151518404,0.151193321,0.980366766,0.979370177
151671,all_gene,3,0.954201639,0.954065204,0.84549582,0.844795763,0.151416004,0.151025474,0.976832449,0.976762593
151671,all_gene,4,0.982411683,0.981908202,0.86248678,0.86193651,0.148901343,0.148742855,0.99116683,0.990912795
151671,all_gene,5,0.993749201,0.990934968,0.86483717,0.863528907,0.163087308,0.16255933,0.996869683,0.995457172
151671,all_gene,6,0.947798133,0.941474259,0.841522276,0.838691771,0.1443519,0.143708169,0.973549247,0.970295966
151671,all_gene,7,0.971356869,0.969393492,0.855151236,0.854545772,0.148357213,0.148355603,0.985574365,0.984577835
151671,all_gene,8,0.986041009,0.986372471,0.866019666,0.865793526,0.155117393,0.155302823,0.992995977,0.99316287
151671,all_gene,9,0.961000502,0.960819542,0.848759234,0.848856509,0.147824526,0.148484826,0.980306327,0.980214
