sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151675,all_gene,0,1.109078884,1.112348676,0.917876363,0.919534087,0.155962586,0.155878007,1.053128123,1.054679394
151675,all_gene,1,1.114248514,1.112453103,0.921870172,0.921037436,0.157393396,0.157190442,1.055579662,1.054728866
151675,all_gene,2,1.104748607,1.107235074,0.918961227,0.920193315,0.156467259,0.157188356,1.051070213,1.052252412
151675,all_gene,3,1.104101896,1.105135441,0.914842188,0.915478885,0.160753191,0.160862386,1.050762534,1.051254272
151675,all_gene,4,1.093353271,1.096289635,0.90876168,0.909863472,0.153652728,0.154714644,1.045635343,1.047038555
151675,all_gene,5,1.112537026,1.111528993,0.920635879,0.92065537,0.156474411,0.156576812,1.054768682,1.054290771
151675,all_gene,6,1.095630407,1.093710303,0.909384847,0.908303738,0.153893769,0.153413594,1.046723604,1.04580605
151675,all_gene,7,1.102765679,1.097190738,0.913455665,0.910672843,0.154761851,0.154231668,1.050126553,1.047468781
151675,all_gene,8,1.097040892,1.0942626,0.909822464,0.908478379,0.154358804,0.15418601,1.047397256,1.046070099
151675,all_gene,9,1.113876939,1.115038753,0.922881722,0.923062265,0.157221496,0.156703651,1.055403709,1.055953979
