sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151670,all_gene,0,1.109684587,1.106574655,0.915846884,0.914114296,0.148601353,0.148312509,1.053415656,1.051938534
151670,all_gene,1,1.134053111,1.133013964,0.92804879,0.928000629,0.154119849,0.153824508,1.064919353,1.06443131
151670,all_gene,2,1.135915279,1.136814713,0.932093799,0.931691825,0.160414934,0.160356522,1.065793276,1.066215158
151670,all_gene,3,1.14185226,1.142796874,0.938442588,0.938741148,0.16031009,0.159880161,1.068574905,1.069016814
151670,all_gene,4,1.122224092,1.127068281,0.92317307,0.9248842,0.150091827,0.150982857,1.059350729,1.061634779
151670,all_gene,5,1.105339766,1.103666425,0.916021824,0.915349185,0.146879554,0.147302508,1.051351428,1.050555348
151670,all_gene,6,1.124380469,1.124159813,0.924292326,0.924020469,0.150452673,0.150361836,1.060368061,1.060263991
151670,all_gene,7,1.108970523,1.105408072,0.916395068,0.915148258,0.14992553,0.149276733,1.053076744,1.051383853
151670,all_gene,8,1.129515052,1.130636811,0.927713573,0.927899063,0.154004037,0.154072225,1.06278646,1.06331408
151670,all_gene,9,1.105001092,1.106907487,0.914636731,0.91546309,0.14678961,0.147125602,1.051190376,1.052096725
