sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151669,all_gene,0,1.070579886,1.067505598,0.904926658,0.90387398,0.163155437,0.163598597,1.034688354,1.033201575
151669,all_gene,1,1.001209021,1.002620101,0.86637944,0.867201328,0.14678365,0.147096038,1.000604272,1.001309156
151669,all_gene,2,1.024939299,1.026967764,0.886416554,0.887161493,0.153071821,0.153585851,1.012392879,1.013394237
151669,all_gene,3,1.015086293,1.015192628,0.875220358,0.875415921,0.145332694,0.145363271,1.007514954,1.007567644
151669,all_gene,4,1.01549089,1.011535048,0.872971833,0.871001244,0.15319258,0.152578473,1.007715702,1.005751014
151669,all_gene,5,1.028690815,1.025420904,0.881460071,0.8794173,0.150541306,0.149940014,1.01424396,1.012630701
151669,all_gene,6,1.014360785,1.016744375,0.875645876,0.876136899,0.145459533,0.145415783,1.007154822,1.008337379
151669,all_gene,7,1.015875936,1.019442916,0.87498486,0.876575291,0.146667659,0.146829784,1.007906675,1.009674668
151669,all_gene,8,1.017924905,1.016348839,0.876880944,0.875944495,0.146925211,0.146930039,1.008922696,1.008141279
151669,all_gene,9,1.01660645,1.01404202,0.875526309,0.874304116,0.14763552,0.147108138,1.008269072,1.006996512
