sample_number,data_mode,split_version,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
151674,all_gene,0,0.607909918,0.608831823,0.671869397,0.672222674,0.133279443,0.133548081,0.779685795,0.780276775
151674,all_gene,1,0.616458416,0.615680575,0.676822305,0.676231921,0.139433801,0.139050186,0.78514868,0.784653127
151674,all_gene,2,0.606776595,0.606638789,0.671376586,0.671417952,0.132984161,0.133096635,0.778958678,0.778870225
151674,all_gene,3,0.614731729,0.616582632,0.677320302,0.678477287,0.133547843,0.133875251,0.784048319,0.785227776
151674,all_gene,4,0.618155241,0.618587077,0.679455578,0.679750264,0.134611607,0.134908557,0.786228478,0.786503077
151674,all_gene,5,0.616597533,0.618168592,0.677694678,0.678602576,0.134380579,0.135133147,0.785237253,0.786237001
151674,all_gene,6,0.62023741,0.620167613,0.680405915,0.680408716,0.136004865,0.136283278,0.787551522,0.787507236
151674,all_gene,7,0.62064743,0.620769083,0.679832876,0.679572344,0.13802135,0.13787657,0.787811816,0.787889004
151674,all_gene,8,0.610638261,0.609496117,0.673781216,0.673372686,0.132388711,0.132760823,0.781433463,0.780702293
151674,all_gene,9,0.618421316,0.617332876,0.679778576,0.678912938,0.133898735,0.134035349,0.786397696,0.785705328
